budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
0,429918,tt5890000,ja,サバイバルファミリー,A world wide electrical outage occurs. Everything that requires electricity comes to a stop. Tokyo is nearly ruined. Yoshiyuki Suzuki (Fumiyo Kohinata) decides to escape from Tokyo with his family.,0.289307,/pDhtvE8yJeqRwm9zrQxUJkLi2YI.jpg,2017-05-14,0.0,117.0,,Survival Family,5.0,2017
0,444902,tt5262792,en,Dirty Dancing,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle, and nothing is ever the same for anyone in the Houseman family. Not only are the memorable songs from the original movie included, but there are additional songs from the era that will be featured, showcasing double the number of musical performances by the stellar cast.",11.145052,/itjxxb8I1TfK1H3TGvrs5aJDM9a.jpg,2017-05-24,0.0,130.0,A musical re-imagining,Dirty Dancing,5.3,2017
0,355193,tt4610748,en,Devil's Gate,"Set in the small town of Devil's Gate, North Dakota, the film examines the disappearance of a local woman and her young son. Schull plays an FBI agent who helps the local sheriff search for answers. Partnering with a deputy , they track down the missing woman's husband and find that nothing is as it seems.",1.155504,/j98A5tig35OQhVuuS01s0jAmtLx.jpg,2017-04-24,0.0,94.0,,Devil's Gate,7.0,2017
0,465044,tt5943940,en,Abduction,"A horror comedy spoofing conspiracy theory moves, girl victim films, and Alien Grey abduction movies.  Melissa rescues a young woman from a mental hospital where no-one believes she is a victim of abduction by aliens. She and a colleague try to prevent the aliens from taking her but a government agent seems to be hot on her trail, and the Alien Greys and their powerful leader, The Hive Queen have no intention of being stopped. An outrageous mix of graphic horror and dark twisted humor.",0.281008,/6wr5AWNoyXM08Q3NoQXJ3JWCuYP.jpg,2017-06-28,0.0,90.0,Horrifically Funny,Abduction,0.0,2017
0,390747,tt4820284,en,Obit,"How do you put a life into 500 words? Ask the staff obituary writers at the New York Times. OBIT is a first-ever glimpse into the daily rituals, joys and existential angst of the Times obit writers, as they chronicle life after death on the front lines of history.",1.728108,/bzYtco1xsZHnbVIuRraRT8YCXdF.jpg,2017-04-26,0.0,93.0,An inside look at life on the New York Times obituaries desk.,Obit,5.3,2017
0,464207,tt7104950,en,The Truth Is in the Stars,"William Shatner sits down with scientists, innovators and celebrities to discuss how the optimism of 'Star Trek' influenced multiple generations.",1.075249,/tqEtNlOmEAJKrJGGrkGMyLjfRrq.jpg,2017-05-01,0.0,86.0,,The Truth Is in the Stars,7.5,2017
50000000,378236,tt4877122,en,The Emoji Movie,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",33.694599,/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg,2017-07-28,66913939.0,86.0,Not easy being meh,The Emoji Movie,5.8,2017
0,407531,tt4998772,en,Bedeviled,"A group of friends download a Siri-like App which, at first, seems like a harmless way to get directions or a restaurant recommendation. But the sinister nature of the App soon reveals itself. The App not only knows each person’s deepest, darkest fears, but is able to manifest these fears into the real world to literally scare the kids to death.",16.227875,/bzA5vjAYFTTz7iZoAywwXMLN9Aw.jpg,2017-06-28,0.0,91.0,Don't accept his invite.,Bedeviled,4.9,2017
0,463906,tt2569088,en,The Saint,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",28.23593,/n8tsrPLem70exhXHfSausV7FlPx.jpg,2017-07-11,0.0,92.0,,The Saint,5.8,2017
0,440708,tt6340296,it,Mamma o papà?,"A divorced couple fights for the custody of their three children: neither of them wants it. Mom wants to leave them to dad, and vice versa.",2.69019,/qsBBkrDZkJoD9xHm7dlMsqCjyUl.jpg,2017-02-14,0.0,103.0,,Mom or Dad?,5.6,2017
0,442750,tt3758708,en,The Hippopotamus,Disgraced poet Ted Wallace is summoned to his friend's country manor to investigate a series of unexplained miracles.,2.080934,/gU84M23dwakvYtcppMfTNFLmFbf.jpg,2017-03-19,0.0,86.0,A beast of a comedy.,The Hippopotamus,7.1,2017
11000000,395834,tt5362988,en,Wind River,An FBI agent teams with the town's veteran game tracker to investigate a murder that occurred on a Native American reservation.,40.796775,/fzsaNUcRH0cV2gg5rjQH83ZEI8M.jpg,2017-08-03,184770205.0,111.0,Nothing is harder to track than the truth.,Wind River,7.4,2017
0,461634,tt7044010,en,Rory Scovel Tries Stand-Up for the First Time,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the ""Thong Song.""",0.593041,/z4ppR4BpnXUQhIDIvQKTq0pAi6Z.jpg,2017-06-20,0.0,66.0,,Rory Scovel Tries Stand-Up for the First Time,8.0,2017
0,428495,tt5540188,sv,The Nile Hilton Incident,"In Cairo, weeks before the 2011 revolution, Police Detective Noredin is working in the infamous Kasr el-Nil Police Station when he is handed the case of a murdered singer. He soon realizes that the investigation concerns the power elite, close to the President’s inner circle.",2.738426,/3VEbB2jfUiZo85vpdLmQgIT7tk1.jpg,2017-07-12,0.0,106.0,,The Nile Hilton Incident,7.3,2017
0,431435,tt5778384,ru,Блокбастер,A wannabe model from a small Russian town robs a local bank to fund her modeling career.,0.354543,/4aVwWSlH5WnZyoBEBZ2sdvfnVte.jpg,2017-07-13,0.0,82.0,,Blockbuster,7.3,2017
0,339692,tt4633690,en,Shot Caller,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,15.786854,/qLmLz2wtyYvmW8Ult3l2ngOnW8v.jpg,2017-07-13,0.0,121.0,Some criminals are made in prison,Shot Caller,6.9,2017
0,442087,tt6608034,en,Mike Birbiglia: Thank God for Jokes,"Mike Birbiglia declares that a joke should never end with ""I’m joking."" In his all-new comedy, Birbiglia tiptoes hilariously through the minefield that is modern-day joke-telling. Join Mike as he learns that the same jokes that elicit laughter have the power to produce tears, rage, and a whole lot of getting yelled at. Ultimately it's a show that asks, “How far should we go for the laugh?”",0.63551,/AdaXyz17blLIGBJ1KHoyodMycUi.jpg,2017-02-28,0.0,71.0,,Mike Birbiglia: Thank God for Jokes,7.5,2017
0,462108,tt7068896,en,Chris D'Elia: Man on Fire,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends.",0.482896,/dZgs1Ym7fe3fPxbeT5hq9XKLaDW.jpg,2017-06-27,0.0,65.0,,Chris D'Elia: Man on Fire,5.8,2017
0,461053,tt6014472,en,S.W.A.T.: Under Siege,"When a D.E.A. and S.W.A.T. cartel takedown ends in a shootout, S.W.A.T. Agent Travis Hall seizes a mysterious prisoner taking him into custody. Before long, the S.W.A.T. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “The Scorpion” for the tattoo blazed across his back. When Travis discovers that his prisoner is a Secret Ops double agent planted within the cartel, it’s up to him and his expert S.W.A.T. team to keep “The Scorpion” and his billion dollar secrets safe.",20.38691,/sGcDltZ2aUgLV7oFxGlpO1oGmc0.jpg,2017-08-01,0.0,89.0,,S.W.A.T.: Under Siege,5.2,2017
0,421126,tt5954304,uk,Микита Кожум'яка,"Little Nicky, the son of the Tanner, a famous strongman, has made up his mind, that he can conquer the dragon as his father did long ago. Against prohibition of his father, Nicky has managed to get into trouble and now it depends only on his courage, whether he defeats the resurgent dragon and returns home from the magic world.",1.694007,/61RuRbBTLM3Prjs1atvjplcazg7.jpg,2017-01-09,0.0,85.0,,The Dragon Spell,4.0,2017
0,412669,tt5193408,en,First Round Down,"Tim Tucker (Dylan Bruce) was a star forward who broke a knee and never got drafted to the NHL. After the injury, Tim left hockey and became a hitman. Ten years later he finds himself back in town to look after his brother Matthew (Percy Hynes White), with a chance to set things right. But will his past wreak havoc with his shot at redemption? Written and directed by Brett and Jason Butler, First Round Down is a tire-squealing, gun toting, bad ass comedy set in a blue collar town.",0.422836,/6oVIL0wnuBuQZkz2Dnc58FmCZkA.jpg,2017-03-04,0.0,0.0,,First Round Down,10.0,2017
0,464111,tt7078780,en,Zygote,"Stranded in an Arctic mine, two survivors are forced to fight for their lives against a new kind of terror.",3.214001,/rjm7KaiLsEwRcxnlsaX9ryzzK1B.jpg,2017-07-12,0.0,23.0,,Zygote,7.2,2017
0,440597,tt5322012,en,Wish Upon,"A teenage girl discovers a box with magical powers, but those powers comes with a deadly price.",59.578823,/u0vnocj57vJt5DHoBEqUOD1G4SU.jpg,2017-07-07,0.0,90.0,Be careful what you wish for,Wish Upon,5.3,2017
0,417870,tt3564472,en,Girls Trip,"Four girlfriends take a trip to New Orleans for an annual festival and, along the way, rediscover their wild sides and strengthen the bonds of sisterhood.",37.964872,/94nCLn74lBh4pLdZPIad18BpheE.jpg,2017-07-21,0.0,122.0,"""Forgive us in advance for this wild weekend""",Girls Trip,7.1,2017
0,419459,tt5737862,en,Landline,A teenager living with her sister and parents in Manhattan during the 1990s discovers that her father is having an affair.,1.811506,/p7RVsyi67S95RyNJjX99E1MaOsA.jpg,2017-07-21,0.0,93.0,1995. When people were harder to reach.,Landline,5.1,2017
34000000,407448,tt5390504,en,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,9.797505,/7APLVpsGzXPJw16ZuBtXICxq8B9.jpg,2017-07-28,0.0,143.0,It's time we knew,Detroit,7.3,2017
0,414453,tt5990474,en,Columbus,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",1.309265,/1YM144vixTdsrCzSmGUjdsRmL4D.jpg,2017-08-04,0.0,104.0,,Columbus,6.0,2017
0,438665,tt6491170,en,Fittest On Earth: A Decade Of Fitness,"The 2016 Reebok CrossFit Games were a grueling five-day, 15-event test to find the fittest man and woman on Earth. ""Fittest on Earth: A Decade of Fitness"" follows the dramatic story of the top athletes who qualified and competed and offers an inside look at what it takes to be among the world's elite athletes, both in training and on the competition floor. The CrossFit Games challenge competitors to perform intense physical tasks, but the hardest part is sometimes mental. Athletes often learn the details of the events only minutes before they begin, and everyone handles the pressure differently. Which of these fierce competitors will rise to the top and earn the title of Fittest on Earth?",0.867259,/fH5U8Rgql5UkDkkkRDNmuymzDhV.jpg,2017-02-01,0.0,116.0,Fittest On Earth: A Decade Of Fitness,Fittest On Earth: A Decade Of Fitness,6.0,2017
0,437830,tt6194850,en,Zero 3,Lithuanian politics Tarantino style,0.184337,/cCHmWzpAivIpxDh2YgP9fKzx6CA.jpg,2017-01-27,0.0,90.0,,Zero 3,8.7,2017
0,459950,tt5226512,en,Feed,"Olivia and Matthew Grey, 18-year-old twins born into a world of privilege and high expectations. There are almost no boundaries between them - even their dreams are connected.",4.207731,/vg11iLI2cyluDO48Zc8CzXzNV9t.jpg,2017-07-18,0.0,96.0,,Feed,7.3,2017
0,454774,tt6336270,en,The Girl from the Song,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",1.072172,/4MCWcbDC9nGNY30y4Jy4B5WUAXb.jpg,2017-04-24,0.0,102.0,,The Girl from the Song,6.3,2017
0,433410,tt6354108,en,Selbstkritik eines bürgerlichen Hundes,A bourgeois dog confesses how he was transformed from being a filmmaker to being four-legged.,0.079173,/b9tECZJXzPTCepGulfuA5uGEuIo.jpg,2017-01-29,0.0,99.0,,Self-criticism of a Bourgeois Dog,0.0,2017
0,423453,tt4466894,fr,Sahara,"Two clans of snakes cohabit in the desert. Beautiful green serpents that live under the shelter of an oasis, protected and venerated by men and poisonous snakes that survive in the sand, dust and heat, hunted and killed by the Tuaregs. Here is the story of Ajar, a young poisonous serpent, laughed at by his peers because he still has not done his first moult and that of Eva, rebellious princess of the oasis who wants to escape to escape an arranged marriage. These two will meet and fall in love. Alas, Eva will be kidnapped by the Tuaregs and Ajar, accompanied by her best friend, Pitt the Scorpion, will have to cross the ruthless Sahara to save Eva from the terrible fate awaiting her.",8.665106,/turUYgFnjfsjPssIeWSLiNJFIla.jpg,2017-02-01,7800000.0,86.0,,Sahara,5.4,2017
0,451955,tt6367558,fr,L'Amant double,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",9.907026,/fcpCBc2cDaeP23POjT44NnZZAkp.jpg,2017-05-26,0.0,110.0,,The Double Lover,6.2,2017
0,410554,tt5884234,en,First Kill,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,7.874102,/zoia9YSg82UNYbtum9QYjKSqdLw.jpg,2017-07-21,0.0,97.0,"When you only have one shot, don't miss.",First Kill,5.2,2017
0,450875,tt6794424,en,LA 92,"Twenty-five years after the verdict in the Rodney King trial sparked several days of protests, violence and looting in Los Angeles, LA 92 immerses viewers in that tumultuous period through stunning and rarely seen archival footage.",0.855198,/oT7OmkAoVnYDa8XbGipCEj6PVmN.jpg,2017-04-28,0.0,114.0,The past is prologue,LA 92,8.8,2017
